relation,display_relation,x_index,x_id,x_type,x_name,x_source,y_index,y_id,y_type,y_name,y_source
drug_drug,synergistic interaction,15113,DB00674,drug,galantamine,DrugBank,14027,DB00687,drug,fludrocortisone,DrugBank
drug_drug,synergistic interaction,14242,DB00814,drug,meloxicam,DrugBank,14027,DB00687,drug,fludrocortisone,DrugBank
drug_drug,synergistic interaction,14278,DB01009,drug,ketoprofen,DrugBank,14027,DB00687,drug,fludrocortisone,DrugBank
drug_drug,synergistic interaction,14281,DB01026,drug,ketoconazole,DrugBank,14027,DB00687,drug,fludrocortisone,DrugBank
drug_drug,synergistic interaction,15818,DB01043,drug,memantine,DrugBank,14027,DB00687,drug,fludrocortisone,DrugBank
drug_drug,synergistic interaction,14285,DB01044,drug,gatifloxacin,DrugBank,14027,DB00687,drug,fludrocortisone,DrugBank
drug_drug,synergistic interaction,14287,DB01050,drug,ibuprofen,DrugBank,14027,DB00687,drug,fludrocortisone,DrugBank
drug_drug,synergistic interaction,14995,DB01211,drug,clarithromycin,DrugBank,14027,DB00687,drug,fludrocortisone,DrugBank
drug_drug,synergistic interaction,14859,DB01337,drug,pancuronium,DrugBank,14027,DB00687,drug,fludrocortisone,DrugBank
drug_drug,synergistic interaction,16232,DB11988,drug,ocrelizumab,DrugBank,14027,DB00687,drug,fludrocortisone,DrugBank
drug_drug,synergistic interaction,17585,DB00065,drug,infliximab,DrugBank,15306,DB00697,drug,tizanidine,DrugBank
drug_drug,synergistic interaction,15076,DB00187,drug,esmolol,DrugBank,15306,DB00697,drug,tizanidine,DrugBank
drug_drug,synergistic interaction,14937,DB00203,drug,sildenafil,DrugBank,15306,DB00697,drug,tizanidine,DrugBank
drug_drug,synergistic interaction,15289,DB00218,drug,moxifloxacin,DrugBank,15306,DB00697,drug,tizanidine,DrugBank
drug_drug,synergistic interaction,14150,DB00295,drug,morphine,DrugBank,15306,DB00697,drug,tizanidine,DrugBank
drug_drug,synergistic interaction,15446,DB00559,drug,bosentan,DrugBank,15306,DB00697,drug,tizanidine,DrugBank
drug_drug,synergistic interaction,15113,DB00674,drug,galantamine,DrugBank,15306,DB00697,drug,tizanidine,DrugBank
drug_drug,synergistic interaction,14635,DB00727,drug,nitroglycerin,DrugBank,15306,DB00697,drug,tizanidine,DrugBank
drug_drug,synergistic interaction,20339,DB00742,drug,mannitol,DrugBank,15306,DB00697,drug,tizanidine,DrugBank
drug_drug,synergistic interaction,16063,DB00747,drug,scopolamine,DrugBank,15306,DB00697,drug,tizanidine,DrugBank
drug_drug,synergistic interaction,14241,DB00813,drug,fentanyl,DrugBank,15306,DB00697,drug,tizanidine,DrugBank
drug_drug,synergistic interaction,14971,DB00820,drug,tadalafil,DrugBank,15306,DB00697,drug,tizanidine,DrugBank
drug_drug,synergistic interaction,14830,DB00915,drug,amantadine,DrugBank,15306,DB00697,drug,tizanidine,DrugBank
drug_drug,synergistic interaction,14281,DB01026,drug,ketoconazole,DrugBank,15306,DB00697,drug,tizanidine,DrugBank
drug_drug,synergistic interaction,14285,DB01044,drug,gatifloxacin,DrugBank,15306,DB00697,drug,tizanidine,DrugBank
drug_drug,synergistic interaction,14295,DB01069,drug,promethazine,DrugBank,15306,DB00697,drug,tizanidine,DrugBank
drug_drug,synergistic interaction,14312,DB01159,drug,halothane,DrugBank,15306,DB00697,drug,tizanidine,DrugBank
drug_drug,synergistic interaction,16303,DB01162,drug,terazosin,DrugBank,15306,DB00697,drug,tizanidine,DrugBank
drug_drug,synergistic interaction,14991,DB01166,drug,cilostazol,DrugBank,15306,DB00697,drug,tizanidine,DrugBank
drug_drug,synergistic interaction,14995,DB01211,drug,clarithromycin,DrugBank,15306,DB00697,drug,tizanidine,DrugBank
drug_drug,synergistic interaction,14859,DB01337,drug,pancuronium,DrugBank,15306,DB00697,drug,tizanidine,DrugBank
drug_drug,synergistic interaction,15164,DB01392,drug,yohimbine,DrugBank,15306,DB00697,drug,tizanidine,DrugBank
drug_drug,synergistic interaction,14595,DB00035,drug,desmopressin,DrugBank,14312,DB01159,drug,halothane,DrugBank
drug_drug,synergistic interaction,17585,DB00065,drug,infliximab,DrugBank,14312,DB01159,drug,halothane,DrugBank
drug_drug,synergistic interaction,15076,DB00187,drug,esmolol,DrugBank,14312,DB01159,drug,halothane,DrugBank
drug_drug,synergistic interaction,14937,DB00203,drug,sildenafil,DrugBank,14312,DB01159,drug,halothane,DrugBank
drug_drug,synergistic interaction,14150,DB00295,drug,morphine,DrugBank,14312,DB01159,drug,halothane,DrugBank
drug_drug,synergistic interaction,15299,DB00440,drug,trimethoprim,DrugBank,14312,DB01159,drug,halothane,DrugBank
drug_drug,synergistic interaction,14181,DB00495,drug,zidovudine,DrugBank,14312,DB01159,drug,halothane,DrugBank
drug_drug,synergistic interaction,15446,DB00559,drug,bosentan,DrugBank,14312,DB01159,drug,halothane,DrugBank
drug_drug,synergistic interaction,14024,DB00635,drug,prednisone,DrugBank,14312,DB01159,drug,halothane,DrugBank
drug_drug,synergistic interaction,15306,DB00697,drug,tizanidine,DrugBank,14312,DB01159,drug,halothane,DrugBank
drug_drug,synergistic interaction,14635,DB00727,drug,nitroglycerin,DrugBank,14312,DB01159,drug,halothane,DrugBank
drug_drug,synergistic interaction,20339,DB00742,drug,mannitol,DrugBank,14312,DB01159,drug,halothane,DrugBank
drug_drug,synergistic interaction,16063,DB00747,drug,scopolamine,DrugBank,14312,DB01159,drug,halothane,DrugBank
drug_drug,synergistic interaction,14241,DB00813,drug,fentanyl,DrugBank,14312,DB01159,drug,halothane,DrugBank
drug_drug,synergistic interaction,14242,DB00814,drug,meloxicam,DrugBank,14312,DB01159,drug,halothane,DrugBank
drug_drug,synergistic interaction,14971,DB00820,drug,tadalafil,DrugBank,14312,DB01159,drug,halothane,DrugBank
drug_drug,synergistic interaction,14278,DB01009,drug,ketoprofen,DrugBank,14312,DB01159,drug,halothane,DrugBank
drug_drug,synergistic interaction,14281,DB01026,drug,ketoconazole,DrugBank,14312,DB01159,drug,halothane,DrugBank
drug_drug,synergistic interaction,15818,DB01043,drug,memantine,DrugBank,14312,DB01159,drug,halothane,DrugBank
drug_drug,synergistic interaction,14287,DB01050,drug,ibuprofen,DrugBank,14312,DB01159,drug,halothane,DrugBank
drug_drug,synergistic interaction,14295,DB01069,drug,promethazine,DrugBank,14312,DB01159,drug,halothane,DrugBank
drug_drug,synergistic interaction,16303,DB01162,drug,terazosin,DrugBank,14312,DB01159,drug,halothane,DrugBank
drug_drug,synergistic interaction,14859,DB01337,drug,pancuronium,DrugBank,14312,DB01159,drug,halothane,DrugBank
drug_drug,synergistic interaction,15164,DB01392,drug,yohimbine,DrugBank,14312,DB01159,drug,halothane,DrugBank
drug_drug,synergistic interaction,14595,DB00035,drug,desmopressin,DrugBank,14295,DB01069,drug,promethazine,DrugBank
drug_drug,synergistic interaction,17585,DB00065,drug,infliximab,DrugBank,14295,DB01069,drug,promethazine,DrugBank
drug_drug,synergistic interaction,15076,DB00187,drug,esmolol,DrugBank,14295,DB01069,drug,promethazine,DrugBank
drug_drug,synergistic interaction,14937,DB00203,drug,sildenafil,DrugBank,14295,DB01069,drug,promethazine,DrugBank
drug_drug,synergistic interaction,15289,DB00218,drug,moxifloxacin,DrugBank,14295,DB01069,drug,promethazine,DrugBank
drug_drug,synergistic interaction,15425,DB00254,drug,doxycycline,DrugBank,14295,DB01069,drug,promethazine,DrugBank
drug_drug,synergistic interaction,14150,DB00295,drug,morphine,DrugBank,14295,DB01069,drug,promethazine,DrugBank
drug_drug,synergistic interaction,16588,DB00331,drug,metformin,DrugBank,14295,DB01069,drug,promethazine,DrugBank
drug_drug,synergistic interaction,15299,DB00440,drug,trimethoprim,DrugBank,14295,DB01069,drug,promethazine,DrugBank
drug_drug,synergistic interaction,20412,DB00479,drug,amikacin,DrugBank,14295,DB01069,drug,promethazine,DrugBank
drug_drug,synergistic interaction,14181,DB00495,drug,zidovudine,DrugBank,14295,DB01069,drug,promethazine,DrugBank
drug_drug,synergistic interaction,15446,DB00559,drug,bosentan,DrugBank,14295,DB01069,drug,promethazine,DrugBank
drug_drug,synergistic interaction,18036,DB00626,drug,bacitracin,DrugBank,14295,DB01069,drug,promethazine,DrugBank
drug_drug,synergistic interaction,14024,DB00635,drug,prednisone,DrugBank,14295,DB01069,drug,promethazine,DrugBank
drug_drug,synergistic interaction,15113,DB00674,drug,galantamine,DrugBank,14295,DB01069,drug,promethazine,DrugBank
drug_drug,synergistic interaction,15306,DB00697,drug,tizanidine,DrugBank,14295,DB01069,drug,promethazine,DrugBank
drug_drug,synergistic interaction,20339,DB00742,drug,mannitol,DrugBank,14295,DB01069,drug,promethazine,DrugBank
drug_drug,synergistic interaction,16063,DB00747,drug,scopolamine,DrugBank,14295,DB01069,drug,promethazine,DrugBank
drug_drug,synergistic interaction,14662,DB00811,drug,ribavirin,DrugBank,14295,DB01069,drug,promethazine,DrugBank
drug_drug,synergistic interaction,14241,DB00813,drug,fentanyl,DrugBank,14295,DB01069,drug,promethazine,DrugBank
drug_drug,synergistic interaction,14242,DB00814,drug,meloxicam,DrugBank,14295,DB01069,drug,promethazine,DrugBank
drug_drug,synergistic interaction,14971,DB00820,drug,tadalafil,DrugBank,14295,DB01069,drug,promethazine,DrugBank
drug_drug,synergistic interaction,14830,DB00915,drug,amantadine,DrugBank,14295,DB01069,drug,promethazine,DrugBank
drug_drug,synergistic interaction,14271,DB00982,drug,isotretinoin,DrugBank,14295,DB01069,drug,promethazine,DrugBank
drug_drug,synergistic interaction,14278,DB01009,drug,ketoprofen,DrugBank,14295,DB01069,drug,promethazine,DrugBank
drug_drug,synergistic interaction,14281,DB01026,drug,ketoconazole,DrugBank,14295,DB01069,drug,promethazine,DrugBank
drug_drug,synergistic interaction,15818,DB01043,drug,memantine,DrugBank,14295,DB01069,drug,promethazine,DrugBank
drug_drug,synergistic interaction,14285,DB01044,drug,gatifloxacin,DrugBank,14295,DB01069,drug,promethazine,DrugBank
drug_drug,synergistic interaction,14287,DB01050,drug,ibuprofen,DrugBank,14295,DB01069,drug,promethazine,DrugBank
drug_drug,synergistic interaction,14312,DB01159,drug,halothane,DrugBank,14295,DB01069,drug,promethazine,DrugBank
drug_drug,synergistic interaction,14991,DB01166,drug,cilostazol,DrugBank,14295,DB01069,drug,promethazine,DrugBank
drug_drug,synergistic interaction,14995,DB01211,drug,clarithromycin,DrugBank,14295,DB01069,drug,promethazine,DrugBank
drug_drug,synergistic interaction,14859,DB01337,drug,pancuronium,DrugBank,14295,DB01069,drug,promethazine,DrugBank
drug_drug,synergistic interaction,15164,DB01392,drug,yohimbine,DrugBank,14295,DB01069,drug,promethazine,DrugBank
drug_drug,synergistic interaction,20401,DB01421,drug,paromomycin,DrugBank,14295,DB01069,drug,promethazine,DrugBank
drug_drug,synergistic interaction,17345,DB11085,drug,resorcinol,DrugBank,14295,DB01069,drug,promethazine,DrugBank
drug_drug,synergistic interaction,14595,DB00035,drug,desmopressin,DrugBank,14150,DB00295,drug,morphine,DrugBank
drug_drug,synergistic interaction,17585,DB00065,drug,infliximab,DrugBank,14150,DB00295,drug,morphine,DrugBank
drug_drug,synergistic interaction,15076,DB00187,drug,esmolol,DrugBank,14150,DB00295,drug,morphine,DrugBank
drug_drug,synergistic interaction,14937,DB00203,drug,sildenafil,DrugBank,14150,DB00295,drug,morphine,DrugBank
drug_drug,synergistic interaction,15299,DB00440,drug,trimethoprim,DrugBank,14150,DB00295,drug,morphine,DrugBank
drug_drug,synergistic interaction,14181,DB00495,drug,zidovudine,DrugBank,14150,DB00295,drug,morphine,DrugBank
drug_drug,synergistic interaction,15446,DB00559,drug,bosentan,DrugBank,14150,DB00295,drug,morphine,DrugBank
drug_drug,synergistic interaction,15306,DB00697,drug,tizanidine,DrugBank,14150,DB00295,drug,morphine,DrugBank
drug_drug,synergistic interaction,14635,DB00727,drug,nitroglycerin,DrugBank,14150,DB00295,drug,morphine,DrugBank
drug_drug,synergistic interaction,20339,DB00742,drug,mannitol,DrugBank,14150,DB00295,drug,morphine,DrugBank
drug_drug,synergistic interaction,16063,DB00747,drug,scopolamine,DrugBank,14150,DB00295,drug,morphine,DrugBank
drug_drug,synergistic interaction,14241,DB00813,drug,fentanyl,DrugBank,14150,DB00295,drug,morphine,DrugBank
drug_drug,synergistic interaction,14971,DB00820,drug,tadalafil,DrugBank,14150,DB00295,drug,morphine,DrugBank
drug_drug,synergistic interaction,14830,DB00915,drug,amantadine,DrugBank,14150,DB00295,drug,morphine,DrugBank
drug_drug,synergistic interaction,14278,DB01009,drug,ketoprofen,DrugBank,14150,DB00295,drug,morphine,DrugBank
drug_drug,synergistic interaction,14281,DB01026,drug,ketoconazole,DrugBank,14150,DB00295,drug,morphine,DrugBank
drug_drug,synergistic interaction,14287,DB01050,drug,ibuprofen,DrugBank,14150,DB00295,drug,morphine,DrugBank
drug_drug,synergistic interaction,14295,DB01069,drug,promethazine,DrugBank,14150,DB00295,drug,morphine,DrugBank
drug_drug,synergistic interaction,14312,DB01159,drug,halothane,DrugBank,14150,DB00295,drug,morphine,DrugBank
drug_drug,synergistic interaction,16303,DB01162,drug,terazosin,DrugBank,14150,DB00295,drug,morphine,DrugBank
drug_drug,synergistic interaction,14995,DB01211,drug,clarithromycin,DrugBank,14150,DB00295,drug,morphine,DrugBank
drug_drug,synergistic interaction,14859,DB01337,drug,pancuronium,DrugBank,14150,DB00295,drug,morphine,DrugBank
drug_drug,synergistic interaction,15164,DB01392,drug,yohimbine,DrugBank,14150,DB00295,drug,morphine,DrugBank
drug_drug,synergistic interaction,14595,DB00035,drug,desmopressin,DrugBank,15299,DB00440,drug,trimethoprim,DrugBank
drug_drug,synergistic interaction,17585,DB00065,drug,infliximab,DrugBank,15299,DB00440,drug,trimethoprim,DrugBank
drug_drug,synergistic interaction,15076,DB00187,drug,esmolol,DrugBank,15299,DB00440,drug,trimethoprim,DrugBank
drug_drug,synergistic interaction,14937,DB00203,drug,sildenafil,DrugBank,15299,DB00440,drug,trimethoprim,DrugBank
drug_drug,synergistic interaction,15425,DB00254,drug,doxycycline,DrugBank,15299,DB00440,drug,trimethoprim,DrugBank
drug_drug,synergistic interaction,14150,DB00295,drug,morphine,DrugBank,15299,DB00440,drug,trimethoprim,DrugBank
drug_drug,synergistic interaction,16588,DB00331,drug,metformin,DrugBank,15299,DB00440,drug,trimethoprim,DrugBank
drug_drug,synergistic interaction,20412,DB00479,drug,amikacin,DrugBank,15299,DB00440,drug,trimethoprim,DrugBank
drug_drug,synergistic interaction,14181,DB00495,drug,zidovudine,DrugBank,15299,DB00440,drug,trimethoprim,DrugBank
drug_drug,synergistic interaction,15446,DB00559,drug,bosentan,DrugBank,15299,DB00440,drug,trimethoprim,DrugBank
drug_drug,synergistic interaction,15450,DB00602,drug,ivermectin,DrugBank,15299,DB00440,drug,trimethoprim,DrugBank
drug_drug,synergistic interaction,18036,DB00626,drug,bacitracin,DrugBank,15299,DB00440,drug,trimethoprim,DrugBank
drug_drug,synergistic interaction,14024,DB00635,drug,prednisone,DrugBank,15299,DB00440,drug,trimethoprim,DrugBank
drug_drug,synergistic interaction,20339,DB00742,drug,mannitol,DrugBank,15299,DB00440,drug,trimethoprim,DrugBank
drug_drug,synergistic interaction,14662,DB00811,drug,ribavirin,DrugBank,15299,DB00440,drug,trimethoprim,DrugBank
drug_drug,synergistic interaction,14241,DB00813,drug,fentanyl,DrugBank,15299,DB00440,drug,trimethoprim,DrugBank
drug_drug,synergistic interaction,14242,DB00814,drug,meloxicam,DrugBank,15299,DB00440,drug,trimethoprim,DrugBank
drug_drug,synergistic interaction,14971,DB00820,drug,tadalafil,DrugBank,15299,DB00440,drug,trimethoprim,DrugBank
drug_drug,synergistic interaction,14830,DB00915,drug,amantadine,DrugBank,15299,DB00440,drug,trimethoprim,DrugBank
drug_drug,synergistic interaction,14271,DB00982,drug,isotretinoin,DrugBank,15299,DB00440,drug,trimethoprim,DrugBank
drug_drug,synergistic interaction,14278,DB01009,drug,ketoprofen,DrugBank,15299,DB00440,drug,trimethoprim,DrugBank
drug_drug,synergistic interaction,14281,DB01026,drug,ketoconazole,DrugBank,15299,DB00440,drug,trimethoprim,DrugBank
drug_drug,synergistic interaction,15818,DB01043,drug,memantine,DrugBank,15299,DB00440,drug,trimethoprim,DrugBank
drug_drug,synergistic interaction,14287,DB01050,drug,ibuprofen,DrugBank,15299,DB00440,drug,trimethoprim,DrugBank
drug_drug,synergistic interaction,14295,DB01069,drug,promethazine,DrugBank,15299,DB00440,drug,trimethoprim,DrugBank
drug_drug,synergistic interaction,14312,DB01159,drug,halothane,DrugBank,15299,DB00440,drug,trimethoprim,DrugBank
drug_drug,synergistic interaction,14991,DB01166,drug,cilostazol,DrugBank,15299,DB00440,drug,trimethoprim,DrugBank
drug_drug,synergistic interaction,20401,DB01421,drug,paromomycin,DrugBank,15299,DB00440,drug,trimethoprim,DrugBank
drug_drug,synergistic interaction,17345,DB11085,drug,resorcinol,DrugBank,15299,DB00440,drug,trimethoprim,DrugBank
drug_drug,synergistic interaction,14595,DB00035,drug,desmopressin,DrugBank,15446,DB00559,drug,bosentan,DrugBank
drug_drug,synergistic interaction,17585,DB00065,drug,infliximab,DrugBank,15446,DB00559,drug,bosentan,DrugBank
drug_drug,synergistic interaction,15076,DB00187,drug,esmolol,DrugBank,15446,DB00559,drug,bosentan,DrugBank
drug_drug,synergistic interaction,14937,DB00203,drug,sildenafil,DrugBank,15446,DB00559,drug,bosentan,DrugBank
drug_drug,synergistic interaction,14150,DB00295,drug,morphine,DrugBank,15446,DB00559,drug,bosentan,DrugBank
drug_drug,synergistic interaction,16588,DB00331,drug,metformin,DrugBank,15446,DB00559,drug,bosentan,DrugBank
drug_drug,synergistic interaction,15299,DB00440,drug,trimethoprim,DrugBank,15446,DB00559,drug,bosentan,DrugBank
drug_drug,synergistic interaction,14181,DB00495,drug,zidovudine,DrugBank,15446,DB00559,drug,bosentan,DrugBank
drug_drug,synergistic interaction,15450,DB00602,drug,ivermectin,DrugBank,15446,DB00559,drug,bosentan,DrugBank
drug_drug,synergistic interaction,20570,DB00658,drug,sevelamer,DrugBank,15446,DB00559,drug,bosentan,DrugBank
drug_drug,synergistic interaction,15306,DB00697,drug,tizanidine,DrugBank,15446,DB00559,drug,bosentan,DrugBank
drug_drug,synergistic interaction,14635,DB00727,drug,nitroglycerin,DrugBank,15446,DB00559,drug,bosentan,DrugBank
drug_drug,synergistic interaction,20339,DB00742,drug,mannitol,DrugBank,15446,DB00559,drug,bosentan,DrugBank
drug_drug,synergistic interaction,14241,DB00813,drug,fentanyl,DrugBank,15446,DB00559,drug,bosentan,DrugBank
drug_drug,synergistic interaction,14242,DB00814,drug,meloxicam,DrugBank,15446,DB00559,drug,bosentan,DrugBank
drug_drug,synergistic interaction,14971,DB00820,drug,tadalafil,DrugBank,15446,DB00559,drug,bosentan,DrugBank
drug_drug,synergistic interaction,15477,DB00973,drug,ezetimibe,DrugBank,15446,DB00559,drug,bosentan,DrugBank
drug_drug,synergistic interaction,14278,DB01009,drug,ketoprofen,DrugBank,15446,DB00559,drug,bosentan,DrugBank
drug_drug,synergistic interaction,14281,DB01026,drug,ketoconazole,DrugBank,15446,DB00559,drug,bosentan,DrugBank
drug_drug,synergistic interaction,14287,DB01050,drug,ibuprofen,DrugBank,15446,DB00559,drug,bosentan,DrugBank
drug_drug,synergistic interaction,14295,DB01069,drug,promethazine,DrugBank,15446,DB00559,drug,bosentan,DrugBank
drug_drug,synergistic interaction,14312,DB01159,drug,halothane,DrugBank,15446,DB00559,drug,bosentan,DrugBank
drug_drug,synergistic interaction,16303,DB01162,drug,terazosin,DrugBank,15446,DB00559,drug,bosentan,DrugBank
drug_drug,synergistic interaction,14995,DB01211,drug,clarithromycin,DrugBank,15446,DB00559,drug,bosentan,DrugBank
drug_drug,synergistic interaction,15164,DB01392,drug,yohimbine,DrugBank,15446,DB00559,drug,bosentan,DrugBank
drug_drug,synergistic interaction,14595,DB00035,drug,desmopressin,DrugBank,14287,DB01050,drug,ibuprofen,DrugBank
drug_drug,synergistic interaction,17585,DB00065,drug,infliximab,DrugBank,14287,DB01050,drug,ibuprofen,DrugBank
drug_drug,synergistic interaction,15076,DB00187,drug,esmolol,DrugBank,14287,DB01050,drug,ibuprofen,DrugBank
drug_drug,synergistic interaction,14937,DB00203,drug,sildenafil,DrugBank,14287,DB01050,drug,ibuprofen,DrugBank
drug_drug,synergistic interaction,15289,DB00218,drug,moxifloxacin,DrugBank,14287,DB01050,drug,ibuprofen,DrugBank
drug_drug,synergistic interaction,15425,DB00254,drug,doxycycline,DrugBank,14287,DB01050,drug,ibuprofen,DrugBank
drug_drug,synergistic interaction,14150,DB00295,drug,morphine,DrugBank,14287,DB01050,drug,ibuprofen,DrugBank
drug_drug,synergistic interaction,16588,DB00331,drug,metformin,DrugBank,14287,DB01050,drug,ibuprofen,DrugBank
drug_drug,synergistic interaction,15299,DB00440,drug,trimethoprim,DrugBank,14287,DB01050,drug,ibuprofen,DrugBank
drug_drug,synergistic interaction,20412,DB00479,drug,amikacin,DrugBank,14287,DB01050,drug,ibuprofen,DrugBank
drug_drug,synergistic interaction,14181,DB00495,drug,zidovudine,DrugBank,14287,DB01050,drug,ibuprofen,DrugBank
drug_drug,synergistic interaction,15446,DB00559,drug,bosentan,DrugBank,14287,DB01050,drug,ibuprofen,DrugBank
drug_drug,synergistic interaction,18036,DB00626,drug,bacitracin,DrugBank,14287,DB01050,drug,ibuprofen,DrugBank
drug_drug,synergistic interaction,14024,DB00635,drug,prednisone,DrugBank,14287,DB01050,drug,ibuprofen,DrugBank
drug_drug,synergistic interaction,20570,DB00658,drug,sevelamer,DrugBank,14287,DB01050,drug,ibuprofen,DrugBank
drug_drug,synergistic interaction,14027,DB00687,drug,fludrocortisone,DrugBank,14287,DB01050,drug,ibuprofen,DrugBank
drug_drug,synergistic interaction,14635,DB00727,drug,nitroglycerin,DrugBank,14287,DB01050,drug,ibuprofen,DrugBank
drug_drug,synergistic interaction,20339,DB00742,drug,mannitol,DrugBank,14287,DB01050,drug,ibuprofen,DrugBank
drug_drug,synergistic interaction,14662,DB00811,drug,ribavirin,DrugBank,14287,DB01050,drug,ibuprofen,DrugBank
drug_drug,synergistic interaction,14241,DB00813,drug,fentanyl,DrugBank,14287,DB01050,drug,ibuprofen,DrugBank
drug_drug,synergistic interaction,14242,DB00814,drug,meloxicam,DrugBank,14287,DB01050,drug,ibuprofen,DrugBank
drug_drug,synergistic interaction,14971,DB00820,drug,tadalafil,DrugBank,14287,DB01050,drug,ibuprofen,DrugBank
drug_drug,synergistic interaction,14830,DB00915,drug,amantadine,DrugBank,14287,DB01050,drug,ibuprofen,DrugBank
drug_drug,synergistic interaction,14271,DB00982,drug,isotretinoin,DrugBank,14287,DB01050,drug,ibuprofen,DrugBank
drug_drug,synergistic interaction,14278,DB01009,drug,ketoprofen,DrugBank,14287,DB01050,drug,ibuprofen,DrugBank
drug_drug,synergistic interaction,14281,DB01026,drug,ketoconazole,DrugBank,14287,DB01050,drug,ibuprofen,DrugBank
drug_drug,synergistic interaction,15818,DB01043,drug,memantine,DrugBank,14287,DB01050,drug,ibuprofen,DrugBank
drug_drug,synergistic interaction,14285,DB01044,drug,gatifloxacin,DrugBank,14287,DB01050,drug,ibuprofen,DrugBank
drug_drug,synergistic interaction,14295,DB01069,drug,promethazine,DrugBank,14287,DB01050,drug,ibuprofen,DrugBank
drug_drug,synergistic interaction,14312,DB01159,drug,halothane,DrugBank,14287,DB01050,drug,ibuprofen,DrugBank
drug_drug,synergistic interaction,16303,DB01162,drug,terazosin,DrugBank,14287,DB01050,drug,ibuprofen,DrugBank
drug_drug,synergistic interaction,14991,DB01166,drug,cilostazol,DrugBank,14287,DB01050,drug,ibuprofen,DrugBank
drug_drug,synergistic interaction,15164,DB01392,drug,yohimbine,DrugBank,14287,DB01050,drug,ibuprofen,DrugBank
drug_drug,synergistic interaction,20401,DB01421,drug,paromomycin,DrugBank,14287,DB01050,drug,ibuprofen,DrugBank
drug_drug,synergistic interaction,17345,DB11085,drug,resorcinol,DrugBank,14287,DB01050,drug,ibuprofen,DrugBank
drug_drug,synergistic interaction,14595,DB00035,drug,desmopressin,DrugBank,15076,DB00187,drug,esmolol,DrugBank
drug_drug,synergistic interaction,17585,DB00065,drug,infliximab,DrugBank,15076,DB00187,drug,esmolol,DrugBank
drug_drug,synergistic interaction,14937,DB00203,drug,sildenafil,DrugBank,15076,DB00187,drug,esmolol,DrugBank
drug_drug,synergistic interaction,15289,DB00218,drug,moxifloxacin,DrugBank,15076,DB00187,drug,esmolol,DrugBank
drug_drug,synergistic interaction,14150,DB00295,drug,morphine,DrugBank,15076,DB00187,drug,esmolol,DrugBank
drug_drug,synergistic interaction,15299,DB00440,drug,trimethoprim,DrugBank,15076,DB00187,drug,esmolol,DrugBank
drug_drug,synergistic interaction,15446,DB00559,drug,bosentan,DrugBank,15076,DB00187,drug,esmolol,DrugBank
drug_drug,synergistic interaction,15113,DB00674,drug,galantamine,DrugBank,15076,DB00187,drug,esmolol,DrugBank
drug_drug,synergistic interaction,15306,DB00697,drug,tizanidine,DrugBank,15076,DB00187,drug,esmolol,DrugBank
drug_drug,synergistic interaction,14635,DB00727,drug,nitroglycerin,DrugBank,15076,DB00187,drug,esmolol,DrugBank
drug_drug,synergistic interaction,20339,DB00742,drug,mannitol,DrugBank,15076,DB00187,drug,esmolol,DrugBank
drug_drug,synergistic interaction,14241,DB00813,drug,fentanyl,DrugBank,15076,DB00187,drug,esmolol,DrugBank
drug_drug,synergistic interaction,14242,DB00814,drug,meloxicam,DrugBank,15076,DB00187,drug,esmolol,DrugBank
drug_drug,synergistic interaction,14971,DB00820,drug,tadalafil,DrugBank,15076,DB00187,drug,esmolol,DrugBank
drug_drug,synergistic interaction,14830,DB00915,drug,amantadine,DrugBank,15076,DB00187,drug,esmolol,DrugBank
drug_drug,synergistic interaction,14278,DB01009,drug,ketoprofen,DrugBank,15076,DB00187,drug,esmolol,DrugBank
drug_drug,synergistic interaction,14281,DB01026,drug,ketoconazole,DrugBank,15076,DB00187,drug,esmolol,DrugBank
drug_drug,synergistic interaction,15818,DB01043,drug,memantine,DrugBank,15076,DB00187,drug,esmolol,DrugBank
drug_drug,synergistic interaction,14285,DB01044,drug,gatifloxacin,DrugBank,15076,DB00187,drug,esmolol,DrugBank
drug_drug,synergistic interaction,14287,DB01050,drug,ibuprofen,DrugBank,15076,DB00187,drug,esmolol,DrugBank
drug_drug,synergistic interaction,14295,DB01069,drug,promethazine,DrugBank,15076,DB00187,drug,esmolol,DrugBank
drug_drug,synergistic interaction,14312,DB01159,drug,halothane,DrugBank,15076,DB00187,drug,esmolol,DrugBank
drug_drug,synergistic interaction,16303,DB01162,drug,terazosin,DrugBank,15076,DB00187,drug,esmolol,DrugBank
drug_drug,synergistic interaction,14991,DB01166,drug,cilostazol,DrugBank,15076,DB00187,drug,esmolol,DrugBank
drug_drug,synergistic interaction,14995,DB01211,drug,clarithromycin,DrugBank,15076,DB00187,drug,esmolol,DrugBank
drug_drug,synergistic interaction,14859,DB01337,drug,pancuronium,DrugBank,15076,DB00187,drug,esmolol,DrugBank
drug_drug,synergistic interaction,15164,DB01392,drug,yohimbine,DrugBank,15076,DB00187,drug,esmolol,DrugBank
drug_drug,synergistic interaction,17585,DB00065,drug,infliximab,DrugBank,15113,DB00674,drug,galantamine,DrugBank
drug_drug,synergistic interaction,15076,DB00187,drug,esmolol,DrugBank,15113,DB00674,drug,galantamine,DrugBank
drug_drug,synergistic interaction,14937,DB00203,drug,sildenafil,DrugBank,15113,DB00674,drug,galantamine,DrugBank
