relation,display_relation,x_type,x_name,y_type,y_name
contraindication,contraindication,drug,scopolamine,disease,hepatic encephalopathy
contraindication,contraindication,drug,isotretinoin,disease,hepatic coma
contraindication,contraindication,drug,isotretinoin,disease,hepatic encephalopathy
contraindication,contraindication,drug,isotretinoin,disease,connective tissue disease
contraindication,contraindication,drug,isotretinoin,disease,bone disease
contraindication,contraindication,drug,isotretinoin,disease,cartilage disease
contraindication,contraindication,drug,isotretinoin,disease,neonatal jaundice
contraindication,contraindication,drug,mannitol,disease,anuria
contraindication,contraindication,drug,isotretinoin,disease,anuria
contraindication,contraindication,drug,isotretinoin,disease,gout
contraindication,contraindication,drug,nitroglycerin,disease,hypertrophic cardiomyopathy
contraindication,contraindication,drug,isotretinoin,disease,hypercalcemia disease
contraindication,contraindication,drug,isotretinoin,disease,nephrocalcinosis
contraindication,contraindication,drug,isotretinoin,disease,phosphorus metabolism disease
contraindication,contraindication,drug,isotretinoin,disease,renal artery obstruction
contraindication,contraindication,drug,moxifloxacin,disease,peripheral nervous system disease
contraindication,contraindication,drug,moxifloxacin,disease,peripheral neuropathy
contraindication,contraindication,drug,meloxicam,disease,substance abuse/dependence
contraindication,contraindication,drug,mannitol,disease,substance abuse/dependence
contraindication,contraindication,drug,metformin,disease,substance abuse/dependence
contraindication,contraindication,drug,morphine,disease,substance abuse/dependence
contraindication,contraindication,drug,acitretin,disease,substance abuse/dependence
contraindication,contraindication,drug,scopolamine,disease,substance abuse/dependence
contraindication,contraindication,drug,isotretinoin,disease,substance abuse/dependence
contraindication,contraindication,drug,fentanyl,disease,substance abuse/dependence
contraindication,contraindication,drug,ezetimibe,disease,substance abuse/dependence
contraindication,contraindication,drug,ibuprofen,disease,substance abuse/dependence
contraindication,contraindication,drug,meloxicam,disease,blood coagulation disease
contraindication,contraindication,drug,ketoprofen,disease,blood coagulation disease
contraindication,contraindication,drug,tadalafil,disease,blood coagulation disease
contraindication,contraindication,drug,ibuprofen,disease,blood coagulation disease
contraindication,contraindication,drug,tadalafil,disease,acute coronary syndrome
contraindication,contraindication,drug,sildenafil,disease,acute coronary syndrome
contraindication,contraindication,drug,ribavirin,disease,sickle cell anemia
contraindication,contraindication,drug,ribavirin,disease,hereditary persistence of fetal hemoglobin
contraindication,contraindication,drug,tadalafil,disease,sickle cell anemia
contraindication,contraindication,drug,tadalafil,disease,hereditary persistence of fetal hemoglobin
contraindication,contraindication,drug,sildenafil,disease,sickle cell anemia
contraindication,contraindication,drug,sildenafil,disease,hereditary persistence of fetal hemoglobin
contraindication,contraindication,drug,nitroglycerin,disease,methemoglobinemia
contraindication,contraindication,drug,nitroglycerin,disease,sulfhemoglobinemia
contraindication,contraindication,drug,resorcinol,disease,methemoglobinemia
contraindication,contraindication,drug,resorcinol,disease,sulfhemoglobinemia
contraindication,contraindication,drug,ezetimibe,disease,rhabdomyolysis (disease)
contraindication,contraindication,drug,ezetimibe,disease,nodular fasciitis
contraindication,contraindication,drug,acitretin,disease,hypertriglyceridemia (disease)
contraindication,contraindication,drug,isotretinoin,disease,hypertriglyceridemia (disease)
contraindication,contraindication,drug,zidovudine,disease,hypertriglyceridemia (disease)
contraindication,contraindication,drug,amikacin,disease,hypercalcemia disease
contraindication,contraindication,drug,amikacin,disease,nephrocalcinosis
contraindication,contraindication,drug,amikacin,disease,phosphorus metabolism disease
contraindication,contraindication,drug,scopolamine,disease,heart disease
contraindication,contraindication,drug,scopolamine,disease,cardiovascular disease
contraindication,contraindication,drug,yohimbine,disease,heart disease
contraindication,contraindication,drug,yohimbine,disease,cardiovascular disease
contraindication,contraindication,drug,tadalafil,disease,obsolete functional visual loss
contraindication,contraindication,drug,fentanyl,disease,migraine disorder
contraindication,contraindication,drug,fentanyl,disease,"migraine with or without aura, susceptibility to"
contraindication,contraindication,drug,meloxicam,disease,hyperlipidemia
contraindication,contraindication,drug,meloxicam,disease,familial hyperlipidemia
contraindication,contraindication,drug,metformin,disease,coronary artery disease
contraindication,contraindication,drug,morphine,disease,coronary artery disease
contraindication,contraindication,drug,scopolamine,disease,coronary artery disease
contraindication,contraindication,drug,desmopressin,disease,coronary artery disease
contraindication,contraindication,drug,acitretin,disease,obesity disorder
contraindication,contraindication,drug,acitretin,disease,monogenic obesity
contraindication,contraindication,drug,isotretinoin,disease,obesity disorder
contraindication,contraindication,drug,isotretinoin,disease,monogenic obesity
contraindication,contraindication,drug,zidovudine,disease,obesity disorder
contraindication,contraindication,drug,zidovudine,disease,monogenic obesity
contraindication,contraindication,drug,mannitol,disease,obstructive sleep apnea syndrome
contraindication,contraindication,drug,mannitol,disease,sleep apnea syndrome
contraindication,contraindication,drug,mannitol,disease,congenital central hypoventilation syndrome
contraindication,contraindication,drug,mannitol,disease,haddad syndrome
contraindication,contraindication,drug,morphine,disease,obstructive sleep apnea syndrome
contraindication,contraindication,drug,morphine,disease,sleep apnea syndrome
contraindication,contraindication,drug,morphine,disease,congenital central hypoventilation syndrome
contraindication,contraindication,drug,morphine,disease,haddad syndrome
contraindication,contraindication,drug,scopolamine,disease,obstructive sleep apnea syndrome
contraindication,contraindication,drug,scopolamine,disease,sleep apnea syndrome
contraindication,contraindication,drug,scopolamine,disease,congenital central hypoventilation syndrome
contraindication,contraindication,drug,scopolamine,disease,haddad syndrome
contraindication,contraindication,drug,meloxicam,disease,stroke disorder
contraindication,contraindication,drug,meloxicam,disease,cerebrovascular disorder
contraindication,contraindication,drug,meloxicam,disease,obsolete susceptibility to ischemic stroke
contraindication,contraindication,drug,meloxicam,disease,cerebral infarction
contraindication,contraindication,drug,metformin,disease,stroke disorder
contraindication,contraindication,drug,metformin,disease,cerebrovascular disorder
contraindication,contraindication,drug,metformin,disease,obsolete susceptibility to ischemic stroke
contraindication,contraindication,drug,metformin,disease,cerebral infarction
contraindication,contraindication,drug,tadalafil,disease,stroke disorder
contraindication,contraindication,drug,tadalafil,disease,cerebrovascular disorder
contraindication,contraindication,drug,tadalafil,disease,obsolete susceptibility to ischemic stroke
contraindication,contraindication,drug,tadalafil,disease,cerebral infarction
contraindication,contraindication,drug,ibuprofen,disease,stroke disorder
contraindication,contraindication,drug,ibuprofen,disease,cerebrovascular disorder
contraindication,contraindication,drug,ibuprofen,disease,obsolete susceptibility to ischemic stroke
contraindication,contraindication,drug,ibuprofen,disease,cerebral infarction
contraindication,contraindication,drug,sildenafil,disease,stroke disorder
contraindication,contraindication,drug,sildenafil,disease,cerebrovascular disorder
contraindication,contraindication,drug,sildenafil,disease,obsolete susceptibility to ischemic stroke
contraindication,contraindication,drug,sildenafil,disease,cerebral infarction
contraindication,contraindication,drug,metformin,disease,hepatic porphyria
contraindication,contraindication,drug,meloxicam,disease,myocardial infarction (disease)
contraindication,contraindication,drug,meloxicam,disease,coronary thrombosis
contraindication,contraindication,drug,meloxicam,disease,myocardial infarction
contraindication,contraindication,drug,meloxicam,disease,hemoglobinopathy
contraindication,contraindication,drug,metformin,disease,myocardial infarction (disease)
contraindication,contraindication,drug,metformin,disease,coronary thrombosis
contraindication,contraindication,drug,metformin,disease,myocardial infarction
contraindication,contraindication,drug,metformin,disease,hemoglobinopathy
contraindication,contraindication,drug,scopolamine,disease,myocardial infarction (disease)
contraindication,contraindication,drug,scopolamine,disease,coronary thrombosis
contraindication,contraindication,drug,scopolamine,disease,myocardial infarction
contraindication,contraindication,drug,scopolamine,disease,hemoglobinopathy
contraindication,contraindication,drug,ribavirin,disease,myocardial infarction (disease)
contraindication,contraindication,drug,ribavirin,disease,coronary thrombosis
contraindication,contraindication,drug,ribavirin,disease,myocardial infarction
contraindication,contraindication,drug,ribavirin,disease,hemoglobinopathy
contraindication,contraindication,drug,ketoprofen,disease,myocardial infarction (disease)
contraindication,contraindication,drug,ketoprofen,disease,coronary thrombosis
contraindication,contraindication,drug,ketoprofen,disease,myocardial infarction
contraindication,contraindication,drug,ketoprofen,disease,hemoglobinopathy
contraindication,contraindication,drug,tadalafil,disease,myocardial infarction (disease)
contraindication,contraindication,drug,tadalafil,disease,coronary thrombosis
contraindication,contraindication,drug,tadalafil,disease,myocardial infarction
contraindication,contraindication,drug,tadalafil,disease,hemoglobinopathy
contraindication,contraindication,drug,ibuprofen,disease,myocardial infarction (disease)
contraindication,contraindication,drug,ibuprofen,disease,coronary thrombosis
contraindication,contraindication,drug,ibuprofen,disease,myocardial infarction
contraindication,contraindication,drug,ibuprofen,disease,hemoglobinopathy
contraindication,contraindication,drug,sildenafil,disease,myocardial infarction (disease)
contraindication,contraindication,drug,sildenafil,disease,coronary thrombosis
contraindication,contraindication,drug,sildenafil,disease,myocardial infarction
contraindication,contraindication,drug,sildenafil,disease,hemoglobinopathy
contraindication,contraindication,drug,meloxicam,disease,anemia (disease)
contraindication,contraindication,drug,meloxicam,disease,macrocytic anemia (disease)
contraindication,contraindication,drug,mannitol,disease,anemia (disease)
contraindication,contraindication,drug,mannitol,disease,macrocytic anemia (disease)
contraindication,contraindication,drug,nitroglycerin,disease,anemia (disease)
contraindication,contraindication,drug,nitroglycerin,disease,macrocytic anemia (disease)
contraindication,contraindication,drug,scopolamine,disease,anemia (disease)
contraindication,contraindication,drug,scopolamine,disease,macrocytic anemia (disease)
contraindication,contraindication,drug,ribavirin,disease,anemia (disease)
contraindication,contraindication,drug,ribavirin,disease,macrocytic anemia (disease)
contraindication,contraindication,drug,zidovudine,disease,anemia (disease)
contraindication,contraindication,drug,zidovudine,disease,macrocytic anemia (disease)
contraindication,contraindication,drug,ibuprofen,disease,anemia (disease)
contraindication,contraindication,drug,ibuprofen,disease,macrocytic anemia (disease)
contraindication,contraindication,drug,bosentan,disease,anemia (disease)
contraindication,contraindication,drug,bosentan,disease,macrocytic anemia (disease)
contraindication,contraindication,drug,bosentan,disease,hyperbilirubinemia
contraindication,contraindication,drug,bosentan,disease,hereditary hyperbilirubinemia
contraindication,contraindication,drug,bosentan,disease,gilbert syndrome
contraindication,contraindication,drug,ribavirin,disease,interstitial lung disease
contraindication,contraindication,drug,clarithromycin,disease,clostridium difficile colitis
contraindication,contraindication,drug,clarithromycin,disease,perinatal necrotizing enterocolitis
contraindication,contraindication,drug,trimethoprim,disease,clostridium difficile colitis
contraindication,contraindication,drug,trimethoprim,disease,perinatal necrotizing enterocolitis
contraindication,contraindication,drug,doxycycline,disease,clostridium difficile colitis
contraindication,contraindication,drug,doxycycline,disease,perinatal necrotizing enterocolitis
contraindication,contraindication,drug,moxifloxacin,disease,clostridium difficile colitis
contraindication,contraindication,drug,moxifloxacin,disease,perinatal necrotizing enterocolitis
contraindication,contraindication,drug,meloxicam,disease,impaired renal function disease
contraindication,contraindication,drug,mannitol,disease,impaired renal function disease
contraindication,contraindication,drug,metformin,disease,impaired renal function disease
contraindication,contraindication,drug,morphine,disease,impaired renal function disease
contraindication,contraindication,drug,ribavirin,disease,impaired renal function disease
contraindication,contraindication,drug,memantine,disease,impaired renal function disease
contraindication,contraindication,drug,desmopressin,disease,impaired renal function disease
contraindication,contraindication,drug,ibuprofen,disease,impaired renal function disease
contraindication,contraindication,drug,scopolamine,disease,ocular hypertension
contraindication,contraindication,drug,ibuprofen,disease,ocular hypertension
contraindication,contraindication,drug,bacitracin,disease,ocular hypertension
contraindication,contraindication,drug,metformin,disease,acidosis disorder
contraindication,contraindication,drug,metformin,disease,metabolic acidosis
contraindication,contraindication,drug,amikacin,disease,central nervous system origin vertigo
contraindication,contraindication,drug,scopolamine,disease,coronary atherosclerosis
contraindication,contraindication,drug,scopolamine,disease,arteriosclerosis disorder
contraindication,contraindication,drug,scopolamine,disease,atherosclerosis
contraindication,contraindication,drug,ribavirin,disease,coronary artery disease
contraindication,contraindication,drug,ribavirin,disease,coronary atherosclerosis
contraindication,contraindication,drug,ribavirin,disease,arteriosclerosis disorder
contraindication,contraindication,drug,ribavirin,disease,atherosclerosis
contraindication,contraindication,drug,ibuprofen,disease,coronary artery disease
contraindication,contraindication,drug,ibuprofen,disease,coronary atherosclerosis
contraindication,contraindication,drug,ibuprofen,disease,arteriosclerosis disorder
contraindication,contraindication,drug,ibuprofen,disease,atherosclerosis
contraindication,contraindication,drug,scopolamine,disease,sudden cardiac arrest
contraindication,contraindication,drug,scopolamine,disease,heart conduction disease
contraindication,contraindication,drug,ibuprofen,disease,sudden cardiac arrest
contraindication,contraindication,drug,ibuprofen,disease,heart conduction disease
contraindication,contraindication,drug,moxifloxacin,disease,sudden cardiac arrest
contraindication,contraindication,drug,moxifloxacin,disease,heart conduction disease
contraindication,contraindication,drug,halothane,disease,sudden cardiac arrest
contraindication,contraindication,drug,halothane,disease,heart conduction disease
contraindication,contraindication,drug,resorcinol,disease,sudden cardiac arrest
contraindication,contraindication,drug,resorcinol,disease,heart conduction disease
contraindication,contraindication,drug,trimethoprim,disease,g6pd deficiency
contraindication,contraindication,drug,trimethoprim,disease,glycogen storage disease
contraindication,contraindication,drug,trimethoprim,disease,cystinuria
contraindication,contraindication,drug,trimethoprim,disease,galactosemia
contraindication,contraindication,drug,resorcinol,disease,g6pd deficiency
contraindication,contraindication,drug,resorcinol,disease,glycogen storage disease
contraindication,contraindication,drug,resorcinol,disease,cystinuria
contraindication,contraindication,drug,resorcinol,disease,galactosemia
contraindication,contraindication,drug,resorcinol,disease,folliculitis
contraindication,contraindication,drug,resorcinol,disease,seborrheic dermatitis
contraindication,contraindication,drug,mupirocin,disease,dermatitis
contraindication,contraindication,drug,resorcinol,disease,dermatitis
contraindication,contraindication,drug,morphine,disease,respiratory failure
contraindication,contraindication,drug,fentanyl,disease,respiratory failure
contraindication,contraindication,drug,ibuprofen,disease,respiratory failure
contraindication,contraindication,drug,bacitracin,disease,respiratory failure
contraindication,contraindication,drug,resorcinol,disease,respiratory failure
contraindication,contraindication,drug,amantadine,disease,angle-closure glaucoma
contraindication,contraindication,drug,amantadine,disease,closed-angle glaucoma
contraindication,contraindication,drug,morphine,disease,angle-closure glaucoma
contraindication,contraindication,drug,morphine,disease,closed-angle glaucoma
contraindication,contraindication,drug,scopolamine,disease,angle-closure glaucoma
contraindication,contraindication,drug,scopolamine,disease,closed-angle glaucoma
contraindication,contraindication,drug,ibuprofen,disease,angle-closure glaucoma
contraindication,contraindication,drug,ibuprofen,disease,closed-angle glaucoma
contraindication,contraindication,drug,metformin,disease,chronic primary adrenal insufficiency
contraindication,contraindication,drug,metformin,disease,familial adrenal hypoplasia with absent pituitary luteinizing hormone
contraindication,contraindication,drug,metformin,disease,familial glucocorticoid deficiency
contraindication,contraindication,drug,metformin,disease,x-linked adrenal hypoplasia congenita
contraindication,contraindication,drug,metformin,disease,inherited isolated adrenal insufficiency due to partial cyp11a1 deficiency
contraindication,contraindication,drug,metformin,disease,congenital adrenal hyperplasia
contraindication,contraindication,drug,morphine,disease,addison disease
contraindication,contraindication,drug,morphine,disease,chronic primary adrenal insufficiency
contraindication,contraindication,drug,morphine,disease,adrenal insufficiency
contraindication,contraindication,drug,morphine,disease,familial adrenal hypoplasia with absent pituitary luteinizing hormone
contraindication,contraindication,drug,morphine,disease,familial glucocorticoid deficiency
contraindication,contraindication,drug,morphine,disease,x-linked adrenal hypoplasia congenita
contraindication,contraindication,drug,morphine,disease,inherited isolated adrenal insufficiency due to partial cyp11a1 deficiency
contraindication,contraindication,drug,morphine,disease,congenital adrenal hyperplasia
contraindication,contraindication,drug,morphine,disease,adrenocortical insufficiency
contraindication,contraindication,drug,ibuprofen,disease,addison disease
contraindication,contraindication,drug,ibuprofen,disease,chronic primary adrenal insufficiency
contraindication,contraindication,drug,ibuprofen,disease,adrenal insufficiency
contraindication,contraindication,drug,ibuprofen,disease,familial adrenal hypoplasia with absent pituitary luteinizing hormone
contraindication,contraindication,drug,ibuprofen,disease,familial glucocorticoid deficiency
contraindication,contraindication,drug,ibuprofen,disease,x-linked adrenal hypoplasia congenita
contraindication,contraindication,drug,ibuprofen,disease,inherited isolated adrenal insufficiency due to partial cyp11a1 deficiency
contraindication,contraindication,drug,ibuprofen,disease,congenital adrenal hyperplasia
contraindication,contraindication,drug,ibuprofen,disease,adrenocortical insufficiency
contraindication,contraindication,drug,clarithromycin,disease,myasthenia gravis
contraindication,contraindication,drug,clarithromycin,disease,adult-onset myasthenia gravis
contraindication,contraindication,drug,clarithromycin,disease,neuromuscular junction disease
contraindication,contraindication,drug,morphine,disease,myasthenia gravis
contraindication,contraindication,drug,morphine,disease,adult-onset myasthenia gravis
contraindication,contraindication,drug,morphine,disease,neuromuscular junction disease
contraindication,contraindication,drug,scopolamine,disease,myasthenia gravis
contraindication,contraindication,drug,scopolamine,disease,adult-onset myasthenia gravis
contraindication,contraindication,drug,scopolamine,disease,neuromuscular junction disease
contraindication,contraindication,drug,fentanyl,disease,myasthenia gravis
contraindication,contraindication,drug,fentanyl,disease,adult-onset myasthenia gravis
contraindication,contraindication,drug,fentanyl,disease,neuromuscular junction disease
contraindication,contraindication,drug,amikacin,disease,myasthenia gravis
contraindication,contraindication,drug,amikacin,disease,adult-onset myasthenia gravis
contraindication,contraindication,drug,amikacin,disease,neuromuscular junction disease
contraindication,contraindication,drug,moxifloxacin,disease,myasthenia gravis
contraindication,contraindication,drug,moxifloxacin,disease,adult-onset myasthenia gravis
contraindication,contraindication,drug,moxifloxacin,disease,neuromuscular junction disease
contraindication,contraindication,drug,bacitracin,disease,myasthenia gravis
contraindication,contraindication,drug,bacitracin,disease,adult-onset myasthenia gravis
contraindication,contraindication,drug,bacitracin,disease,neuromuscular junction disease
contraindication,contraindication,drug,halothane,disease,malignant hyperthermia of anesthesia
contraindication,contraindication,drug,halothane,disease,exercise-induced malignant hyperthermia
contraindication,contraindication,drug,scopolamine,disease,lung disease
contraindication,contraindication,drug,scopolamine,disease,obsolete rare pulmonary disease
contraindication,contraindication,drug,isotretinoin,disease,anorexia nervosa
contraindication,contraindication,drug,clarithromycin,disease,cholestasis
contraindication,contraindication,drug,clarithromycin,disease,benign recurrent intrahepatic cholestasis
contraindication,contraindication,drug,clarithromycin,disease,familial intrahepatic cholestasis
contraindication,contraindication,drug,metformin,disease,drug-induced liver injury
contraindication,contraindication,drug,acitretin,disease,drug-induced liver injury
contraindication,contraindication,drug,moxifloxacin,disease,drug-induced liver injury
contraindication,contraindication,drug,bosentan,disease,drug-induced liver injury
contraindication,contraindication,drug,fentanyl,disease,butyrylcholinesterase deficiency
contraindication,contraindication,drug,meloxicam,disease,cardiovascular disease
contraindication,contraindication,drug,meloxicam,disease,heart disease
contraindication,contraindication,drug,isotretinoin,disease,cardiovascular disease
contraindication,contraindication,drug,isotretinoin,disease,heart disease
contraindication,contraindication,drug,fentanyl,disease,cardiovascular disease
contraindication,contraindication,drug,fentanyl,disease,heart disease
contraindication,contraindication,drug,ketoprofen,disease,cardiovascular disease
contraindication,contraindication,drug,ketoprofen,disease,heart disease
contraindication,contraindication,drug,fentanyl,disease,adrenal gland pheochromocytoma
contraindication,contraindication,drug,fentanyl,disease,phaeochromocytoma
contraindication,contraindication,drug,fentanyl,disease,duodenum cancer
contraindication,contraindication,drug,fentanyl,disease,small intestine cancer
contraindication,contraindication,drug,fentanyl,disease,heart cancer
contraindication,contraindication,drug,fentanyl,disease,adrenal gland cancer
contraindication,contraindication,drug,fentanyl,disease,sympathetic paraganglioma
contraindication,contraindication,drug,morphine,disease,chronic diarrheal disease
contraindication,contraindication,drug,metformin,disease,urinary bladder cancer
contraindication,contraindication,drug,metformin,disease,urinary bladder carcinoma
contraindication,contraindication,drug,metformin,disease,urinary bladder neoplasm
contraindication,contraindication,drug,metformin,disease,urinary bladder small cell neuroendocrine carcinoma
contraindication,contraindication,drug,metformin,disease,non-papillary transitional cell carcinoma of the bladder
contraindication,contraindication,drug,tadalafil,disease,plasma cell myeloma
contraindication,contraindication,drug,sildenafil,disease,plasma cell myeloma
contraindication,contraindication,drug,morphine,disease,ulcerative colitis (disease)
contraindication,contraindication,drug,morphine,disease,inflammatory bowel disease
contraindication,contraindication,drug,scopolamine,disease,ulcerative colitis (disease)
contraindication,contraindication,drug,scopolamine,disease,inflammatory bowel disease
contraindication,contraindication,drug,ibuprofen,disease,ulcerative colitis (disease)
contraindication,contraindication,drug,morphine,disease,achalasia (disease)
contraindication,contraindication,drug,morphine,disease,megaesophagus
contraindication,contraindication,drug,morphine,disease,idiopathic achalasia
contraindication,contraindication,drug,scopolamine,disease,achalasia (disease)
contraindication,contraindication,drug,scopolamine,disease,megaesophagus
contraindication,contraindication,drug,scopolamine,disease,idiopathic achalasia
contraindication,contraindication,drug,scopolamine,disease,glaucoma
contraindication,contraindication,drug,morphine,disease,pyloric stenosis (disease)
contraindication,contraindication,drug,scopolamine,disease,pyloric stenosis (disease)
contraindication,contraindication,drug,morphine,disease,hyperthyroidism
contraindication,contraindication,drug,morphine,disease,graves disease
contraindication,contraindication,drug,morphine,disease,thyrotoxicosis
contraindication,contraindication,drug,scopolamine,disease,hyperthyroidism
contraindication,contraindication,drug,scopolamine,disease,graves disease
contraindication,contraindication,drug,scopolamine,disease,thyrotoxicosis
contraindication,contraindication,drug,ibuprofen,disease,hyperthyroidism
contraindication,contraindication,drug,ibuprofen,disease,graves disease
contraindication,contraindication,drug,ibuprofen,disease,thyrotoxicosis
contraindication,contraindication,drug,morphine,disease,hiatus hernia (disease)
contraindication,contraindication,drug,morphine,disease,congenital diaphragmatic hernia
contraindication,contraindication,drug,scopolamine,disease,hiatus hernia (disease)
contraindication,contraindication,drug,scopolamine,disease,congenital diaphragmatic hernia
contraindication,contraindication,drug,morphine,disease,paralytic ileus (disease)
contraindication,contraindication,drug,morphine,disease,intestinal obstruction
contraindication,contraindication,drug,morphine,disease,familial visceral myopathy
contraindication,contraindication,drug,scopolamine,disease,paralytic ileus (disease)
contraindication,contraindication,drug,scopolamine,disease,intestinal obstruction
contraindication,contraindication,drug,scopolamine,disease,familial visceral myopathy
contraindication,contraindication,drug,fentanyl,disease,paralytic ileus (disease)
contraindication,contraindication,drug,fentanyl,disease,intestinal obstruction
contraindication,contraindication,drug,fentanyl,disease,familial visceral myopathy
contraindication,contraindication,drug,morphine,disease,bladder neck obstruction
contraindication,contraindication,drug,scopolamine,disease,bladder neck obstruction
contraindication,contraindication,drug,galantamine,disease,bladder neck obstruction
contraindication,contraindication,drug,ibuprofen,disease,bladder neck obstruction
contraindication,contraindication,drug,scopolamine,disease,autonomic nervous system disease
contraindication,contraindication,drug,scopolamine,disease,horner syndrome
contraindication,contraindication,drug,amantadine,disease,substance-related disorder
contraindication,contraindication,drug,amantadine,disease,substance abuse/dependence
contraindication,contraindication,drug,mannitol,disease,substance-related disorder
contraindication,contraindication,drug,morphine,disease,substance-related disorder
contraindication,contraindication,drug,scopolamine,disease,substance-related disorder
contraindication,contraindication,drug,fentanyl,disease,substance-related disorder
contraindication,contraindication,drug,ibuprofen,disease,substance-related disorder
contraindication,contraindication,drug,morphine,disease,toxic megacolon
contraindication,contraindication,drug,scopolamine,disease,toxic megacolon
contraindication,contraindication,drug,scopolamine,disease,gastroesophageal reflux disease
contraindication,contraindication,drug,scopolamine,disease,esophagitis (disease)
contraindication,contraindication,drug,scopolamine,disease,peptic esophagitis
contraindication,contraindication,drug,esmolol,disease,asthma
contraindication,contraindication,drug,morphine,disease,asthma
contraindication,contraindication,drug,trimethoprim,disease,folic acid deficiency anemia
contraindication,contraindication,drug,ketoconazole,disease,skin atrophy
contraindication,contraindication,drug,bacitracin,disease,skin atrophy
contraindication,contraindication,drug,ketoconazole,disease,telangiectasis
contraindication,contraindication,drug,ketoconazole,disease,capillary disease
contraindication,contraindication,drug,ketoconazole,disease,hereditary hemorrhagic telangiectasia
contraindication,contraindication,drug,bacitracin,disease,telangiectasis
contraindication,contraindication,drug,bacitracin,disease,capillary disease
contraindication,contraindication,drug,bacitracin,disease,hereditary hemorrhagic telangiectasia
contraindication,contraindication,drug,ketoconazole,disease,peripheral vascular disease
contraindication,contraindication,drug,ketoconazole,disease,intermittent vascular claudication
contraindication,contraindication,drug,ketoconazole,disease,peripheral arterial disease
contraindication,contraindication,drug,bacitracin,disease,peripheral vascular disease
contraindication,contraindication,drug,bacitracin,disease,intermittent vascular claudication
contraindication,contraindication,drug,bacitracin,disease,peripheral arterial disease
contraindication,contraindication,drug,resorcinol,disease,peripheral vascular disease
contraindication,contraindication,drug,resorcinol,disease,intermittent vascular claudication
contraindication,contraindication,drug,resorcinol,disease,peripheral arterial disease
contraindication,contraindication,drug,bacitracin,disease,eye infectious disease
contraindication,contraindication,drug,bacitracin,disease,conjunctivitis (disease)
contraindication,contraindication,drug,metformin,disease,hemolytic anemia
contraindication,contraindication,drug,ribavirin,disease,hemolytic anemia
contraindication,contraindication,drug,metformin,disease,glycogen storage disease
contraindication,contraindication,drug,metformin,disease,favism
contraindication,contraindication,drug,metformin,disease,g6pd deficiency
contraindication,contraindication,drug,metformin,disease,hypoglycemia
contraindication,contraindication,drug,metformin,disease,injury
contraindication,contraindication,drug,resorcinol,disease,pyruvate dehydrogenase e3 deficiency
contraindication,contraindication,drug,resorcinol,disease,methemoglobinemia due to deficiency of methemoglobin reductase
contraindication,contraindication,drug,meloxicam,disease,active peptic ulcer disease
contraindication,contraindication,drug,ketoprofen,disease,active peptic ulcer disease
contraindication,contraindication,drug,ibuprofen,disease,active peptic ulcer disease
contraindication,contraindication,drug,ibuprofen,disease,constipation disorder
contraindication,contraindication,drug,clarithromycin,disease,ventricular tachycardia
contraindication,contraindication,drug,clarithromycin,disease,catecholaminergic polymorphic ventricular tachycardia
contraindication,contraindication,drug,clarithromycin,disease,incessant infant ventricular tachycardia
contraindication,contraindication,drug,scopolamine,disease,ventricular tachycardia
contraindication,contraindication,drug,scopolamine,disease,catecholaminergic polymorphic ventricular tachycardia
contraindication,contraindication,drug,scopolamine,disease,incessant infant ventricular tachycardia
contraindication,contraindication,drug,terazosin,disease,priapism
contraindication,contraindication,drug,morphine,disease,priapism
contraindication,contraindication,drug,tadalafil,disease,priapism
contraindication,contraindication,drug,sildenafil,disease,priapism
contraindication,contraindication,drug,desmopressin,disease,pharyngitis
contraindication,contraindication,drug,scopolamine,disease,acidosis disorder
contraindication,contraindication,drug,scopolamine,disease,acquired lactic acidosis
contraindication,contraindication,drug,scopolamine,disease,atrioventricular block
contraindication,contraindication,drug,desmopressin,disease,common cold
contraindication,contraindication,drug,metformin,disease,pulmonary edema
contraindication,contraindication,drug,bosentan,disease,pulmonary edema
contraindication,contraindication,drug,metformin,disease,macular retinal edema
contraindication,contraindication,drug,metformin,disease,cystoid macular edema
contraindication,contraindication,drug,morphine,disease,autonomic dysreflexia
contraindication,contraindication,drug,scopolamine,disease,autonomic dysreflexia
contraindication,contraindication,drug,clarithromycin,disease,bone fracture
contraindication,contraindication,drug,metformin,disease,bone fracture
contraindication,contraindication,drug,metformin,disease,myocardial ischemia
contraindication,contraindication,drug,isotretinoin,disease,myocardial ischemia
contraindication,contraindication,drug,isotretinoin,disease,coronary artery disease
contraindication,contraindication,drug,ribavirin,disease,myocardial ischemia
contraindication,contraindication,drug,ibuprofen,disease,myocardial ischemia
contraindication,contraindication,drug,moxifloxacin,disease,myocardial ischemia
contraindication,contraindication,drug,moxifloxacin,disease,coronary artery disease
contraindication,contraindication,drug,ibuprofen,disease,drug dependence
contraindication,contraindication,drug,fentanyl,disease,neuroleptic malignant syndrome
contraindication,contraindication,drug,morphine,disease,cerebrovascular disorder
contraindication,contraindication,drug,ibuprofen,disease,anxiety disorder
contraindication,contraindication,drug,fentanyl,disease,atrioventricular block
contraindication,contraindication,drug,ribavirin,disease,pancytopenia
contraindication,contraindication,drug,isotretinoin,disease,cyclic hematopoiesis
contraindication,contraindication,drug,isotretinoin,disease,severe congenital neutropenia
contraindication,contraindication,drug,isotretinoin,disease,x-linked severe congenital neutropenia
